name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner
Maruti Zen D PS,2003,75000,110000,Diesel,Individual,Manual,Second Owner
Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner
Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Individual,Manual,First Owner
Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner
Honda City i DTEC VX,2014,600000,90000,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Individual,Manual,Second Owner
Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Individual,Automatic,First Owner
Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner
BMW X1 sDrive 20d xLine,2019,2600000,9500,Diesel,Individual,Automatic,First Owner
Skoda Fabia 1.2 MPI Ambition Plus,2012,300000,50000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner
Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner
Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner
Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner
Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner
Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner
Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner
Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner
Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner
Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner
Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner
Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner
Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner
Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner
Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner
Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner
Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero SLE,2009,300000,178000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner
Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner
Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner
Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner
Hyundai Getz GLS,2005,250000,70000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL Plus,2008,120000,41723,Petrol,Individual,Manual,Second Owner
Maruti SX4 Vxi BSIV,2010,250000,70000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner
Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner
Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner
Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner
Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner
Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner
Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 GX 7 STR,2012,800000,180000,Diesel,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2004,80000,120000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S5 BSIV,2020,1200000,11000,Diesel,Individual,Manual,First Owner
Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner
Toyota Fortuner 4x2 Manual,2014,1800000,50000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,2018,800000,20000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner
Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner
Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner
Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000,120000,Diesel,Individual,Automatic,First Owner
Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner
Mahindra XUV500 AT W8 FWD,2017,1230000,70000,Diesel,Individual,Automatic,First Owner
Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner
Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner
Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner
Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner
Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VDI,2012,550000,120000,Diesel,Individual,Manual,Third Owner
Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,300000,250000,Diesel,Individual,Manual,Second Owner
Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2017,260000,30000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,15000,Petrol,Individual,Manual,First Owner
Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2006,100000,80000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000,110000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 85 PS,2016,525000,100000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 85 PS,2016,525000,105000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 7-seater,2009,550000,182000,Diesel,Individual,Manual,Third Owner
Toyota Corolla Altis Diesel D4DJ,2012,420000,95000,Diesel,Individual,Manual,Second Owner
Honda Amaze SX i-VTEC,2015,500000,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2014,650000,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner
Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,First Owner
Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2016,515000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car
Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner
Toyota Etios GD SP,2011,220000,110000,Diesel,Individual,Manual,Third Owner
Hyundai Santro Magna CNG BSIV,2019,520000,10000,CNG,Individual,Manual,First Owner
Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner
Honda Amaze EX i-Dtech,2015,290000,40000,Diesel,Individual,Manual,Third Owner
Maruti Celerio X ZXI BSIV,2019,490000,13900,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XZ Option,2017,434999,17563,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2016,380000,15000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner
Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,894999,173000,Diesel,Individual,Manual,Third Owner
Mahindra XUV500 W6 2WD,2014,600000,151000,Diesel,Individual,Manual,Second Owner
Honda Brio S MT,2015,300000,50000,Petrol,Individual,Manual,First Owner
Honda Amaze E i-VTEC,2017,430000,15000,Petrol,Individual,Manual,First Owner
Honda Amaze E i-DTEC,2017,370000,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Zeta 1.2,2019,750000,11000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 LXI CNG Optional,2016,300000,50000,CNG,Individual,Manual,First Owner
BMW X1 sDrive20d,2012,700000,120000,Diesel,Individual,Automatic,Second Owner
Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner
Hyundai Grand i10 Sportz,2015,300000,90000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Quadrajet VX,2012,130000,185000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,650000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2017,509999,25000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,1000000,117780,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi SX,2010,280000,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift DDiS VDI,2017,600000,120000,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.6 TDI Ambition,2013,210000,120000,Diesel,Individual,Manual,Third Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2014,1150000,110000,Diesel,Individual,Automatic,Second Owner
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,2018,245000,30000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S4 4WD,2015,600000,60000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,2016,375000,25000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S10,2015,150000,55000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W10 2WD,2018,1450000,20000,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2014,500000,100000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi,2007,75000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Sonata AT Leather,2006,225000,80000,Petrol,Individual,Automatic,Third Owner
Hyundai Sonata 2.4L AT,2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner
Mahindra Bolero Power Plus SLX,2018,620000,35000,Diesel,Individual,Manual,First Owner
Nissan X-Trail SLX MT,2010,600000,110000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E8 ABS Airbag BSIV,2011,275000,160000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,2013,125000,125000,Diesel,Individual,Manual,First Owner
Tata Indigo GLS,2011,80000,62000,Petrol,Individual,Manual,Second Owner
Nissan Micra Diesel XV,2011,199000,120000,Diesel,Individual,Manual,Second Owner
Nissan Micra XL,2016,440000,33000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire LDI,2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai i20 1.4 Sportz,2017,700000,35000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Asta Option,2015,450000,50000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 Std Optional,2019,240000,5000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX,2016,350000,12000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,81595,Diesel,Dealer,Manual,First Owner
Hyundai Getz GLS ABS,2005,71000,22000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Optional,2015,400000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2008,130000,40000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 CRDe SLE,2013,300000,70000,Diesel,Individual,Manual,Second Owner
Nissan Kicks XL D BSIV,2019,1100000,4000,Diesel,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Line,2015,2200000,24000,Diesel,Individual,Automatic,First Owner
Honda Amaze VX i-VTEC,2018,800000,13500,Petrol,Dealer,Manual,First Owner
Maruti Ritz VDI (ABS) BS IV,2013,490000,40000,Diesel,Individual,Manual,First Owner
